description,_id,size,date,probability_1_class,probability_1_value,probability_2_class,probability_2_value,probability_3_class,probability_3_value,probability_4_class,probability_4_value,probability_5_class,probability_5_value,probability_6_class,probability_6_value,probability_7_class,probability_7_value,probability_8_class,probability_8_value,probability_9_class,probability_9_value,probability_10_class,probability_10_value,probability_11_class,probability_11_value,probability_12_class,probability_12_value,probability_13_class,probability_13_value,probability_14_class,probability_14_value,probability_15_class,probability_15_value,probability_16_class,probability_16_value
 Capta 004,62bd632c78257cc153cd91dc,4320044,2022-06-28 16:20:13,environmental/waves,0.6970000000000001,environmental/others,0.131,environmental/rain,0.047,vehicles/airborne,0.044000000000000004,humans/others,0.032,mechanical/air_conditioner,0.017,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd633378257cc153cd91dd,4320044,2022-06-28 16:20:44,environmental/waves,0.282,mechanical/air_conditioner,0.251,mechanical/others,0.13,environmental/others,0.102,environmental/rain,0.073,environmental/wind,0.040999999999999995,animal/others,0.034,vehicles/airborne,0.032,humans/others,0.031,,,,,,,,,,,,,,
 Capta 004,62bd635e78257cc153cd91e2,4320044,2022-06-28 16:23:49,environmental/waves,0.937,environmental/rain,0.02,environmental/others,0.019,environmental/wind,0.016,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd636d78257cc153cd91e4,4320044,2022-06-28 16:24:51,environmental/waves,0.679,environmental/others,0.08900000000000001,mechanical/air_conditioner,0.064,environmental/rain,0.057,humans/others,0.042,animal/dog,0.022000000000000002,Music/music,0.013000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62bd638f78257cc153cd91e8,4320044,2022-06-28 16:26:54,environmental/waves,0.33399999999999996,vehicles/airborne,0.322,environmental/rain,0.091,humans/others,0.067,environmental/others,0.052000000000000005,mechanical/air_conditioner,0.048,mechanical/others,0.027999999999999997,alerts/siren,0.016,Music/music,0.016,,,,,,,,,,,,,,
 Capta 004,62bd63e078257cc153cd91f2,4320044,2022-06-28 16:32:34,environmental/waves,0.21600000000000003,mechanical/air_conditioner,0.18600000000000003,environmental/others,0.177,environmental/rain,0.133,Music/music,0.077,humans/others,0.055999999999999994,animal/others,0.052000000000000005,environmental/wind,0.02,mechanical/others,0.018000000000000002,vehicles/airborne,0.013999999999999999,alerts/siren,0.013000000000000001,,,,,,,,,,
 Capta 004,62bd63f678257cc153cd91f5,4320044,2022-06-28 16:34:06,environmental/waves,0.615,vehicles/airborne,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd643e78257cc153cd91fe,4320044,2022-06-28 16:38:44,environmental/waves,0.968,vehicles/airborne,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd645e78257cc153cd9202,4320044,2022-06-28 16:40:47,environmental/waves,0.784,environmental/wind,0.085,environmental/rain,0.051,mechanical/air_conditioner,0.022000000000000002,vehicles/others,0.013999999999999999,environmental/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd64bd78257cc153cd920d,4320044,2022-06-28 16:46:58,environmental/waves,0.927,humans/others,0.044000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd64c678257cc153cd920e,4320044,2022-06-28 16:47:29,environmental/waves,0.408,environmental/others,0.33399999999999996,environmental/rain,0.12,vehicles/airborne,0.105,humans/others,0.02,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd64f878257cc153cd9213,4320044,2022-06-28 16:50:03,environmental/waves,0.41200000000000003,humans/others,0.217,animal/dog,0.158,environmental/others,0.07,environmental/wind,0.045,vehicles/airborne,0.027999999999999997,environmental/rain,0.027000000000000003,mechanical/others,0.012,animal/others,0.011000000000000001,,,,,,,,,,,,,,
 Capta 004,62bd655778257cc153cd921e,4320044,2022-06-28 16:55:42,environmental/waves,0.35700000000000004,environmental/rain,0.258,environmental/others,0.16699999999999998,mechanical/air_conditioner,0.08199999999999999,environmental/wind,0.063,animal/others,0.019,mechanical/others,0.011000000000000001,vehicles/airborne,0.01,,,,,,,,,,,,,,,,
 Capta 004,62bd655f78257cc153cd921f,4320044,2022-06-28 16:56:13,environmental/waves,0.626,mechanical/air_conditioner,0.134,humans/others,0.084,mechanical/others,0.057999999999999996,environmental/others,0.023,Music/music,0.021,animal/dog,0.011000000000000001,animal/others,0.011000000000000001,,,,,,,,,,,,,,,,
 Capta 004,62bd656778257cc153cd9220,4320044,2022-06-28 16:56:44,environmental/waves,0.377,mechanical/air_conditioner,0.264,environmental/rain,0.11199999999999999,humans/others,0.094,environmental/others,0.07200000000000001,mechanical/others,0.02,animal/others,0.018000000000000002,environmental/wind,0.016,,,,,,,,,,,,,,,,
 Capta 004,62bd658578257cc153cd9223,4320044,2022-06-28 16:58:17,alerts/horns,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd65ab78257cc153cd9227,4320044,2022-06-28 17:00:20,environmental/waves,0.629,environmental/others,0.155,environmental/rain,0.1,vehicles/airborne,0.03,humans/others,0.027999999999999997,environmental/wind,0.02,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,,,
 Capta 004,62bd65bf78257cc153cd9229,4320044,2022-06-28 17:01:22,environmental/waves,0.706,humans/others,0.10099999999999999,environmental/others,0.053,mechanical/air_conditioner,0.028999999999999998,vehicles/airborne,0.027000000000000003,Music/music,0.026000000000000002,mechanical/others,0.017,environmental/rain,0.011000000000000001,animal/others,0.01,,,,,,,,,,,,,,
 Capta 004,62bd65e378257cc153cd922e,4320044,2022-06-28 17:03:56,environmental/waves,0.542,humans/others,0.152,mechanical/air_conditioner,0.087,Music/music,0.085,environmental/rain,0.044000000000000004,animal/others,0.018000000000000002,mechanical/digging,0.015,mechanical/cutting,0.013000000000000001,environmental/others,0.013000000000000001,,,,,,,,,,,,,,
 Capta 004,62bd660178257cc153cd9232,4320044,2022-06-28 17:05:59,environmental/waves,0.24100000000000002,environmental/others,0.23600000000000002,vehicles/airborne,0.11900000000000001,humans/others,0.107,environmental/wind,0.092,mechanical/air_conditioner,0.086,environmental/rain,0.049,mechanical/others,0.017,Music/music,0.016,animal/others,0.013000000000000001,,,,,,,,,,,,
 Capta 004,62bd661a78257cc153cd9235,4320044,2022-06-28 17:07:32,environmental/wind,0.25,environmental/others,0.187,mechanical/air_conditioner,0.179,environmental/rain,0.149,environmental/waves,0.081,vehicles/others,0.033,animal/others,0.031,Music/music,0.022000000000000002,mechanical/others,0.022000000000000002,animal/bird,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd663378257cc153cd9238,4320044,2022-06-28 17:09:05,Music/music,0.45,mechanical/air_conditioner,0.133,environmental/rain,0.081,animal/others,0.068,humans/others,0.068,environmental/others,0.055999999999999994,environmental/waves,0.037000000000000005,animal/dog,0.017,mechanical/impact,0.017,environmental/wind,0.016,,,,,,,,,,,,
 Capta 004,62bd664378257cc153cd923a,4320044,2022-06-28 17:10:06,environmental/waves,0.655,humans/others,0.095,Music/music,0.064,mechanical/others,0.061,mechanical/air_conditioner,0.045,environmental/others,0.035,vehicles/airborne,0.017,,,,,,,,,,,,,,,,,,
 Capta 004,62bd665a78257cc153cd923d,4320044,2022-06-28 17:11:39,environmental/waves,0.51,mechanical/air_conditioner,0.134,environmental/others,0.09699999999999999,humans/others,0.068,mechanical/others,0.04,animal/others,0.027999999999999997,environmental/rain,0.024,alerts/siren,0.024,vehicles/airborne,0.02,Music/music,0.015,environmental/wind,0.012,,,,,,,,,,
 Capta 004,62bd666a78257cc153cd923f,4320044,2022-06-28 17:12:41,environmental/waves,0.344,environmental/rain,0.142,environmental/others,0.14,vehicles/airborne,0.139,animal/others,0.065,mechanical/air_conditioner,0.053,environmental/wind,0.027999999999999997,humans/others,0.023,Music/music,0.017,mechanical/others,0.013999999999999999,,,,,,,,,,,,
 Capta 004,62bd668b78257cc153cd9243,4320044,2022-06-28 17:14:44,environmental/waves,0.722,environmental/others,0.091,vehicles/airborne,0.08199999999999999,environmental/rain,0.038,mechanical/air_conditioner,0.022000000000000002,environmental/wind,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd66a378257cc153cd9246,4320044,2022-06-28 17:16:17,mechanical/explosives,0.5660000000000001,environmental/waves,0.262,environmental/others,0.069,mechanical/others,0.052000000000000005,humans/others,0.02,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd66e478257cc153cd924e,4320044,2022-06-28 17:20:23,environmental/waves,0.26899999999999996,environmental/others,0.256,mechanical/air_conditioner,0.155,environmental/rain,0.096,mechanical/others,0.07,humans/others,0.046,vehicles/airborne,0.038,environmental/wind,0.016,animal/others,0.015,alerts/siren,0.013000000000000001,Music/music,0.01,,,,,,,,,,
 Capta 004,62bd66f678257cc153cd9250,4320044,2022-06-28 17:21:25,environmental/waves,0.301,environmental/others,0.28800000000000003,environmental/rain,0.161,mechanical/air_conditioner,0.126,vehicles/airborne,0.032,environmental/wind,0.019,humans/others,0.017,Music/music,0.013000000000000001,mechanical/others,0.012,,,,,,,,,,,,,,
 Capta 004,62bd670578257cc153cd9252,4320044,2022-06-28 17:22:27,environmental/waves,0.46,environmental/rain,0.223,environmental/others,0.114,mechanical/air_conditioner,0.077,humans/others,0.034,mechanical/others,0.024,vehicles/airborne,0.021,Music/music,0.012,environmental/wind,0.01,,,,,,,,,,,,,,
 Capta 004,62bd67a878257cc153cd9265,4320044,2022-06-28 17:32:44,environmental/waves,0.265,environmental/rain,0.25,environmental/others,0.23399999999999999,environmental/wind,0.10800000000000001,humans/others,0.059000000000000004,Music/music,0.022000000000000002,animal/others,0.013999999999999999,vehicles/airborne,0.012,,,,,,,,,,,,,,,,
 Capta 004,62bd67da78257cc153cd926b,4320044,2022-06-28 17:36:20,mechanical/explosives,0.405,mechanical/others,0.11800000000000001,environmental/others,0.114,humans/others,0.087,mechanical/air_conditioner,0.078,vehicles/airborne,0.067,alerts/siren,0.033,alerts/horns,0.027000000000000003,environmental/rain,0.017,environmental/waves,0.011000000000000001,mechanical/digging,0.011000000000000001,Music/music,0.01,,,,,,,,
 Capta 004,62bd683978257cc153cd9276,4320044,2022-06-28 17:41:59,environmental/waves,0.402,vehicles/airborne,0.28600000000000003,environmental/others,0.134,environmental/rain,0.114,mechanical/others,0.012,humans/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd68cb78257cc153cd9288,4320044,2022-06-28 17:52:47,environmental/waves,0.519,environmental/others,0.154,environmental/wind,0.095,humans/others,0.079,mechanical/air_conditioner,0.054000000000000006,animal/others,0.027000000000000003,mechanical/others,0.013999999999999999,Music/music,0.013999999999999999,environmental/rain,0.012,,,,,,,,,,,,,,
 Capta 004,62bd692678257cc153cd9293,4320044,2022-06-28 17:58:27,Music/music,0.27699999999999997,humans/others,0.243,mechanical/air_conditioner,0.185,alerts/siren,0.079,vehicles/airborne,0.065,animal/others,0.035,environmental/waves,0.025,mechanical/others,0.023,alerts/horns,0.022000000000000002,animal/dog,0.013999999999999999,,,,,,,,,,,,
 Capta 004,62bd696078257cc153cd929a,4320044,2022-06-28 18:02:03,Music/music,0.19699999999999998,environmental/others,0.125,mechanical/air_conditioner,0.124,animal/others,0.11800000000000001,environmental/wind,0.087,mechanical/others,0.081,humans/others,0.073,alerts/siren,0.04,environmental/rain,0.035,vehicles/airborne,0.025,animal/dog,0.024,vehicles/others,0.023,animal/bird,0.013000000000000001,alerts/horns,0.011000000000000001,,,,
 Capta 004,62bd69ab78257cc153cd92a3,4320044,2022-06-28 18:06:41,environmental/waves,0.382,mechanical/air_conditioner,0.355,humans/others,0.059000000000000004,environmental/wind,0.055999999999999994,animal/others,0.032,alerts/siren,0.024,mechanical/others,0.02,vehicles/airborne,0.017,environmental/others,0.012,Music/music,0.012,,,,,,,,,,,,
 Capta 004,62bd69c278257cc153cd92a6,4320044,2022-06-28 18:08:13,Music/music,0.32,mechanical/air_conditioner,0.233,alerts/horns,0.14,environmental/others,0.066,animal/others,0.052000000000000005,humans/others,0.047,alerts/siren,0.044000000000000004,mechanical/digging,0.025,vehicles/airborne,0.015,mechanical/others,0.012,animal/bird,0.011000000000000001,,,,,,,,,,
 Capta 004,62bd6a8778257cc153cd92bd,4320044,2022-06-28 18:21:35,Music/music,0.25,vehicles/airborne,0.124,mechanical/others,0.11599999999999999,mechanical/air_conditioner,0.111,environmental/waves,0.10400000000000001,humans/others,0.062,environmental/others,0.05,alerts/horns,0.034,alerts/siren,0.028999999999999998,environmental/rain,0.026000000000000002,mechanical/digging,0.023,mechanical/impact,0.02,mechanical/explosives,0.019,,,,,,
 Capta 004,62bd6ab178257cc153cd92c2,4320044,2022-06-28 18:24:10,environmental/waves,0.304,environmental/others,0.21600000000000003,mechanical/air_conditioner,0.16399999999999998,environmental/rain,0.156,mechanical/others,0.037000000000000005,vehicles/airborne,0.027999999999999997,animal/others,0.017,humans/others,0.016,environmental/wind,0.016,Music/music,0.013000000000000001,,,,,,,,,,,,
 Capta 004,62bd6af778257cc153cd92ca,4320044,2022-06-28 18:28:17,environmental/waves,0.733,environmental/rain,0.11800000000000001,environmental/others,0.07400000000000001,vehicles/airborne,0.032,humans/others,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6b3178257cc153cd92d1,4320044,2022-06-28 18:32:23,environmental/waves,0.6,vehicles/airborne,0.156,environmental/others,0.086,humans/others,0.083,environmental/rain,0.055,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6b4c78257cc153cd92d4,4320044,2022-06-28 18:33:56,environmental/waves,0.831,vehicles/airborne,0.053,humans/others,0.038,mechanical/air_conditioner,0.026000000000000002,mechanical/others,0.013999999999999999,environmental/others,0.011000000000000001,Music/music,0.01,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6b8c78257cc153cd92dc,4320044,2022-06-28 18:38:34,mechanical/explosives,0.532,mechanical/air_conditioner,0.18600000000000003,environmental/rain,0.086,animal/dog,0.079,environmental/others,0.059000000000000004,alerts/horns,0.019,humans/others,0.013999999999999999,mechanical/others,0.012,,,,,,,,,,,,,,,,
 Capta 004,62bd6bd778257cc153cd92e5,4320044,2022-06-28 18:43:11,environmental/waves,0.522,vehicles/airborne,0.32899999999999996,humans/others,0.04,environmental/others,0.025,mechanical/others,0.021,environmental/rain,0.019,mechanical/explosives,0.013000000000000001,mechanical/air_conditioner,0.01,,,,,,,,,,,,,,,,
 Capta 004,62bd6bf578257cc153cd92e9,4320044,2022-06-28 18:45:15,environmental/waves,0.324,mechanical/air_conditioner,0.257,environmental/rain,0.129,environmental/others,0.092,Music/music,0.040999999999999995,mechanical/others,0.033,animal/others,0.031,humans/others,0.027999999999999997,mechanical/explosives,0.012,environmental/wind,0.01,,,,,,,,,,,,
 Capta 004,62bd6c2978257cc153cd92ef,4320044,2022-06-28 18:48:20,environmental/waves,0.898,environmental/rain,0.05,environmental/others,0.022000000000000002,humans/others,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6c3d78257cc153cd92f1,4320044,2022-06-28 18:49:22,environmental/waves,0.569,mechanical/air_conditioner,0.28,humans/others,0.036000000000000004,mechanical/others,0.026000000000000002,environmental/rain,0.021,environmental/others,0.02,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6c7178257cc153cd92f7,4320044,2022-06-28 18:52:27,environmental/waves,0.39799999999999996,mechanical/explosives,0.3,environmental/others,0.163,mechanical/others,0.078,vehicles/airborne,0.026000000000000002,environmental/rain,0.013000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6ca778257cc153cd92fe,4320044,2022-06-28 18:56:34,environmental/waves,0.59,environmental/rain,0.121,mechanical/air_conditioner,0.102,environmental/others,0.087,humans/others,0.033,mechanical/others,0.016,animal/others,0.013000000000000001,vehicles/airborne,0.01,,,,,,,,,,,,,,,,
 Capta 004,62bd6ce178257cc153cd9305,4320044,2022-06-28 19:00:10,environmental/waves,0.385,environmental/others,0.265,environmental/rain,0.10800000000000001,vehicles/airborne,0.10800000000000001,mechanical/air_conditioner,0.069,mechanical/cutting,0.013000000000000001,Music/music,0.01,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6d0078257cc153cd9309,4320044,2022-06-28 19:02:13,environmental/waves,0.61,vehicles/airborne,0.28,environmental/others,0.07400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6d5878257cc153cd9314,4320044,2022-06-28 19:07:53,environmental/waves,0.688,environmental/rain,0.142,environmental/others,0.079,mechanical/air_conditioner,0.045,environmental/wind,0.015,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6d8578257cc153cd931a,4320044,2022-06-28 19:11:59,environmental/waves,0.627,environmental/rain,0.14800000000000002,mechanical/air_conditioner,0.073,Music/music,0.037000000000000005,humans/others,0.035,environmental/others,0.023,animal/others,0.013000000000000001,environmental/wind,0.012,vehicles/airborne,0.011000000000000001,,,,,,,,,,,,,,
 Capta 004,62bd6df078257cc153cd9326,4320044,2022-06-28 19:19:11,environmental/waves,0.701,vehicles/airborne,0.27,environmental/wind,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6e0978257cc153cd9329,4320044,2022-06-28 19:20:44,environmental/waves,0.21100000000000002,environmental/others,0.18600000000000003,environmental/rain,0.14800000000000002,animal/others,0.11199999999999999,mechanical/air_conditioner,0.11,Music/music,0.061,environmental/wind,0.059000000000000004,humans/others,0.047,animal/dog,0.02,animal/bird,0.017,mechanical/others,0.01,,,,,,,,,,
 Capta 004,62bd6e5278257cc153cd9332,4320044,2022-06-28 19:25:22,environmental/waves,0.763,vehicles/airborne,0.09300000000000001,Music/music,0.032,mechanical/air_conditioner,0.025,environmental/rain,0.02,humans/others,0.018000000000000002,mechanical/others,0.013000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6ea478257cc153cd933b,4320044,2022-06-28 19:30:30,environmental/waves,0.9,environmental/rain,0.047,environmental/wind,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6ed378257cc153cd9341,4320044,2022-06-28 19:33:35,environmental/waves,0.569,vehicles/airborne,0.247,mechanical/air_conditioner,0.07,environmental/others,0.024,mechanical/others,0.022000000000000002,Music/music,0.016,humans/others,0.013999999999999999,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6edc78257cc153cd9342,4320044,2022-06-28 19:34:06,animal/others,0.39899999999999997,environmental/others,0.27399999999999997,environmental/rain,0.135,vehicles/airborne,0.057999999999999996,mechanical/digging,0.039,humans/others,0.025,environmental/waves,0.015,mechanical/air_conditioner,0.013999999999999999,Music/music,0.011000000000000001,animal/dog,0.01,,,,,,,,,,,,
 Capta 004,62bd6f4078257cc153cd934e,4320044,2022-06-28 19:40:17,alerts/horns,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6f7378257cc153cd9354,4320044,2022-06-28 19:43:22,environmental/waves,0.45899999999999996,environmental/others,0.267,environmental/rain,0.11900000000000001,mechanical/air_conditioner,0.042,vehicles/airborne,0.034,humans/others,0.022000000000000002,mechanical/others,0.017,environmental/wind,0.016,,,,,,,,,,,,,,,,
 Capta 004,62bd6f8178257cc153cd9356,4320044,2022-06-28 19:44:23,environmental/waves,0.9790000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd6fbc78257cc153cd935d,4320044,2022-06-28 19:47:59,environmental/waves,0.4,environmental/others,0.27699999999999997,environmental/rain,0.125,mechanical/air_conditioner,0.049,humans/others,0.042,environmental/wind,0.028999999999999998,vehicles/airborne,0.023,mechanical/others,0.016,animal/others,0.015,Music/music,0.01,,,,,,,,,,,,
 Capta 004,62bd700578257cc153cd9366,4320044,2022-06-28 19:52:37,environmental/waves,0.379,environmental/rain,0.361,environmental/others,0.139,environmental/wind,0.055,mechanical/air_conditioner,0.038,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd70a378257cc153cd9379,4320044,2022-06-28 20:02:23,environmental/waves,0.258,humans/others,0.13699999999999998,environmental/others,0.135,vehicles/airborne,0.109,mechanical/air_conditioner,0.107,mechanical/others,0.083,environmental/rain,0.07200000000000001,animal/others,0.040999999999999995,Music/music,0.017,mechanical/explosives,0.011000000000000001,alerts/siren,0.01,,,,,,,,,,
 Capta 004,62bd70c978257cc153cd937e,4320044,2022-06-28 20:04:58,Music/music,0.245,humans/others,0.18,environmental/waves,0.171,environmental/rain,0.166,mechanical/air_conditioner,0.149,mechanical/cutting,0.027999999999999997,animal/others,0.021,,,,,,,,,,,,,,,,,,
 Capta 004,62bd71d578257cc153cd939d,4320044,2022-06-28 20:20:54,environmental/waves,0.337,environmental/others,0.201,mechanical/air_conditioner,0.13699999999999998,environmental/rain,0.126,humans/others,0.078,animal/others,0.032,Music/music,0.028999999999999998,vehicles/airborne,0.016,mechanical/others,0.015,,,,,,,,,,,,,,
 Capta 004,62bd720b78257cc153cd93a4,4320044,2022-06-28 20:24:30,environmental/waves,0.313,environmental/rain,0.17600000000000002,environmental/others,0.11900000000000001,mechanical/air_conditioner,0.086,vehicles/airborne,0.086,humans/others,0.067,mechanical/others,0.066,Music/music,0.025,alerts/siren,0.018000000000000002,animal/others,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd722a78257cc153cd93a8,4320044,2022-06-28 20:26:34,environmental/waves,0.28800000000000003,mechanical/air_conditioner,0.22,environmental/others,0.107,environmental/rain,0.106,humans/others,0.066,mechanical/others,0.066,vehicles/airborne,0.044000000000000004,Music/music,0.032,alerts/siren,0.017,mechanical/digging,0.012,,,,,,,,,,,,
 Capta 004,62bd725278257cc153cd93ad,4320044,2022-06-28 20:29:08,environmental/waves,0.451,vehicles/airborne,0.318,environmental/others,0.065,mechanical/others,0.037000000000000005,environmental/rain,0.027000000000000003,humans/others,0.026000000000000002,mechanical/air_conditioner,0.025,Music/music,0.013000000000000001,mechanical/explosives,0.012,,,,,,,,,,,,,,
 Capta 004,62bd726178257cc153cd93af,4320044,2022-06-28 20:30:10,environmental/waves,0.7829999999999999,mechanical/air_conditioner,0.045,vehicles/airborne,0.044000000000000004,Music/music,0.027999999999999997,humans/others,0.023,environmental/wind,0.02,environmental/others,0.013000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62bd726878257cc153cd93b0,4320044,2022-06-28 20:30:41,environmental/waves,0.613,mechanical/air_conditioner,0.081,environmental/rain,0.051,environmental/others,0.05,humans/others,0.049,Music/music,0.04,animal/others,0.037000000000000005,environmental/wind,0.018000000000000002,vehicles/airborne,0.013000000000000001,alerts/siren,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd729f78257cc153cd93b7,4320044,2022-06-28 20:34:17,environmental/waves,0.45299999999999996,environmental/others,0.273,humans/others,0.061,mechanical/air_conditioner,0.057999999999999996,environmental/rain,0.028999999999999998,mechanical/others,0.025,Music/music,0.023,environmental/wind,0.019,vehicles/airborne,0.017,alerts/siren,0.013999999999999999,,,,,,,,,,,,
 Capta 004,62bd72b878257cc153cd93ba,4320044,2022-06-28 20:35:49,environmental/waves,0.695,environmental/others,0.166,environmental/rain,0.040999999999999995,humans/others,0.033,mechanical/air_conditioner,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd72cb78257cc153cd93bc,4320044,2022-06-28 20:36:51,environmental/waves,0.774,environmental/others,0.06,humans/others,0.055,mechanical/air_conditioner,0.038,vehicles/airborne,0.016,environmental/wind,0.016,mechanical/others,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62bd72d678257cc153cd93bd,4320044,2022-06-28 20:37:53,environmental/waves,0.925,environmental/others,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd72ee78257cc153cd93c0,4320044,2022-06-28 20:39:56,environmental/waves,0.7709999999999999,environmental/others,0.135,environmental/rain,0.032,mechanical/explosives,0.021,humans/others,0.018000000000000002,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd731e78257cc153cd93c6,4320044,2022-06-28 20:43:01,environmental/waves,0.615,environmental/rain,0.157,vehicles/airborne,0.14,environmental/others,0.027999999999999997,humans/others,0.02,mechanical/air_conditioner,0.013999999999999999,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd733978257cc153cd93c9,4320044,2022-06-28 20:44:34,environmental/waves,0.45299999999999996,mechanical/air_conditioner,0.171,environmental/rain,0.134,environmental/others,0.073,humans/others,0.067,mechanical/others,0.027000000000000003,vehicles/airborne,0.012,Music/music,0.012,animal/others,0.011000000000000001,mechanical/digging,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd751678257cc153cd9401,4320044,2022-06-29 04:30:46,environmental/waves,0.8290000000000001,environmental/wind,0.055,vehicles/others,0.05,environmental/rain,0.042,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd786878257cc153cd9460,4320044,2022-06-29 05:48:26,environmental/wind,0.243,humans/others,0.184,vehicles/airborne,0.156,mechanical/air_conditioner,0.095,mechanical/others,0.086,vehicles/others,0.079,Music/music,0.057999999999999996,alerts/siren,0.021,environmental/others,0.018000000000000002,environmental/rain,0.016,animal/others,0.012,,,,,,,,,,
 Capta 004,62bd79bc78257cc153cd9479,4320044,2022-06-29 07:22:33,alerts/siren,0.32,vehicles/others,0.147,mechanical/air_conditioner,0.139,environmental/wind,0.115,animal/dog,0.077,mechanical/others,0.066,Music/music,0.026000000000000002,humans/others,0.023,environmental/others,0.018000000000000002,mechanical/digging,0.013000000000000001,animal/bird,0.012,vehicles/airborne,0.01,,,,,,,,
 Capta 004,62bd7d8b78257cc153cd94c9,4320044,2022-06-29 11:13:58,Music/music,0.34,mechanical/air_conditioner,0.23,environmental/others,0.203,humans/others,0.065,alerts/siren,0.049,mechanical/others,0.027000000000000003,alerts/horns,0.024,environmental/rain,0.013000000000000001,vehicles/airborne,0.013000000000000001,,,,,,,,,,,,,,
 Capta 004,62bd7e3578257cc153cd94dc,4320044,2022-06-29 11:27:21,vehicles/others,0.611,environmental/others,0.18600000000000003,mechanical/air_conditioner,0.1,environmental/rain,0.028999999999999998,environmental/wind,0.017,Music/music,0.013000000000000001,environmental/waves,0.013000000000000001,humans/others,0.01,,,,,,,,,,,,,,,,
 Capta 004,62bd7e6f78257cc153cd94e3,4320044,2022-06-29 11:30:57,mechanical/explosives,0.39899999999999997,environmental/others,0.272,vehicles/airborne,0.132,mechanical/others,0.091,mechanical/air_conditioner,0.03,environmental/waves,0.013000000000000001,alerts/horns,0.012,environmental/rain,0.012,,,,,,,,,,,,,,,,
 Capta 004,62bd7ea978257cc153cd94ea,4320044,2022-06-29 11:34:33,environmental/waves,0.336,mechanical/air_conditioner,0.264,environmental/others,0.127,mechanical/others,0.11699999999999999,vehicles/airborne,0.025,humans/others,0.019,alerts/siren,0.013999999999999999,animal/dog,0.013000000000000001,alerts/horns,0.013000000000000001,animal/others,0.013000000000000001,environmental/wind,0.012,Music/music,0.011000000000000001,,,,,,,,
 Capta 004,62bd7f0578257cc153cd94f5,4320044,2022-06-29 11:40:43,mechanical/explosives,0.852,vehicles/airborne,0.035,mechanical/others,0.027000000000000003,environmental/waves,0.026000000000000002,humans/others,0.024,alerts/siren,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd7f1e78257cc153cd94f8,4320044,2022-06-29 11:42:46,animal/bird,0.512,animal/others,0.135,animal/dog,0.12300000000000001,humans/others,0.077,mechanical/air_conditioner,0.049,environmental/wind,0.043,alerts/siren,0.034,environmental/others,0.01,,,,,,,,,,,,,,,,
